,start_times,end_times,det_probs
0,0.0015,0.0332,0.09
1,0.0015,0.0158,0.17
2,0.0075,0.0253,0.079
3,0.0165,0.0508,0.086
4,0.0295,0.074,0.162
5,0.0295,0.043,0.128
6,0.0315,0.0788,0.082
7,0.0325,0.0436,0.096
8,0.0415,0.0496,0.086
9,0.0485,0.0566,0.081
10,0.0805,0.0995,0.102
11,0.0845,0.0969,0.114
12,0.0985,0.1103,0.224
13,0.1005,0.112,0.165
14,0.1415,0.1531,0.175
15,0.1415,0.189,0.258
16,0.1425,0.1813,0.079
17,0.1425,0.1535,0.225
18,0.1625,0.1699,0.09
19,0.1805,0.1939,0.09
20,0.1835,0.1933,0.079
21,0.1935,0.206,0.085
22,0.2035,0.2115,0.184
23,0.2995,0.3129,0.08
24,0.3005,0.3273,0.083
25,0.3005,0.3131,0.161
26,0.3005,0.3474,0.166
27,0.3005,0.3119,0.242
28,0.3125,0.3485,0.104
29,0.3165,0.3314,0.145
30,0.3205,0.3367,0.084
31,0.3235,0.3396,0.125
32,0.3245,0.3662,0.26
33,0.3275,0.3385,0.079
34,0.3335,0.3432,0.116
35,0.3355,0.3422,0.156
36,0.3405,0.3519,0.109
37,0.3415,0.3529,0.134
38,0.3485,0.3608,0.099
39,0.3505,0.3607,0.151
40,0.3505,0.3818,0.1
41,0.3595,0.3946,0.165
42,0.3665,0.4085,0.184
43,0.3665,0.3806,0.095
44,0.3665,0.3799,0.137
45,0.4215,0.4628,0.14
46,0.4235,0.4356,0.173
47,0.4245,0.4485,0.301
48,0.4245,0.4349,0.245
49,0.4245,0.4349,0.204
50,0.4435,0.4502,0.101
51,0.4445,0.4586,0.09
52,0.4445,0.4564,0.135
53,0.4525,0.468,0.261
54,0.4525,0.4875,0.267
55,0.4575,0.4704,0.139
56,0.4605,0.4671,0.174
57,0.4655,0.4781,0.098
58,0.4665,0.4726,0.105
59,0.4675,0.477,0.089
60,0.4755,0.4866,0.084
61,0.4795,0.4877,0.134
62,0.4805,0.5149,0.095
63,0.5075,0.5185,0.15
64,0.5085,0.5285,0.417
65,0.5095,0.5553,0.128
66,0.5095,0.5209,0.199
67,0.5095,0.5179,0.201
68,0.5105,0.5425,0.092
69,0.5115,0.5234,0.11
70,0.5275,0.5386,0.29
71,0.5275,0.5352,0.128
72,0.5285,0.5629,0.166
73,0.5285,0.533,0.085
74,0.5335,0.5406,0.156
75,0.5355,0.5462,0.128
76,0.6575,0.6681,0.087
77,0.6585,0.7002,0.113
78,0.6615,0.6759,0.087
79,0.6755,0.6892,0.22
80,0.6845,0.6954,0.105
81,0.6925,0.7011,0.09
82,0.6935,0.7103,0.163
83,0.6965,0.708,0.118
84,0.6995,0.7144,0.122
85,0.7055,0.7204,0.204
86,0.7055,0.7415,0.101
87,0.7135,0.7236,0.2
88,0.7145,0.7209,0.097
89,0.7155,0.7228,0.095
90,0.7915,0.7995,0.115
91,0.8385,0.8487,0.105
92,0.8385,0.8457,0.087
93,0.8625,0.8745,0.243
94,0.8735,0.8802,0.08
95,0.8905,0.8989,0.096
96,0.9375,0.9645,0.155
97,0.9385,0.9513,0.221
98,0.9395,0.9505,0.121
99,0.9395,0.9536,0.101
100,0.9555,0.971,0.084
101,0.9555,0.9707,0.147
102,0.9645,0.9834,0.159
103,0.9645,1.0015,0.155
104,0.9695,0.9813,0.097
105,0.9725,0.9825,0.097
106,0.9745,0.9833,0.171
107,0.9755,0.9797,0.093
108,0.9755,0.9822,0.145
109,0.9855,0.9967,0.098
