,start_times,end_times,det_probs
0,0.0015,0.0126,0.089
1,0.0015,0.0146,0.042
2,0.0065,0.0336,0.051
3,0.0105,0.0305,0.158
4,0.0155,0.0243,0.065
5,0.0415,0.0605,0.053
6,0.0535,0.0871,0.082
7,0.0535,0.0688,0.224
8,0.0545,0.0667,0.056
9,0.0545,0.0693,0.286
10,0.0555,0.0953,0.052
11,0.0615,0.0711,0.042
12,0.0985,0.1068,0.039
13,0.1165,0.1231,0.047
14,0.1185,0.1234,0.045
15,0.1295,0.1377,0.051
16,0.1415,0.1791,0.04
17,0.1645,0.1759,0.098
18,0.2025,0.2229,0.05
19,0.2215,0.262,0.039
20,0.2315,0.2389,0.063
21,0.2525,0.2953,0.116
22,0.2555,0.2682,0.221
23,0.2575,0.277,0.067
24,0.2585,0.2709,0.049
25,0.2615,0.2833,0.051
26,0.2625,0.3007,0.054
27,0.2705,0.283,0.054
28,0.2795,0.3005,0.104
29,0.2825,0.3239,0.235
30,0.2855,0.2977,0.04
31,0.2875,0.3271,0.042
32,0.2875,0.3019,0.147
33,0.2975,0.3167,0.067
34,0.3045,0.3165,0.276
35,0.3055,0.3321,0.086
36,0.3065,0.3187,0.067
37,0.3075,0.3177,0.256
38,0.3085,0.3193,0.049
39,0.3195,0.3304,0.116
40,0.3205,0.3387,0.04
41,0.3245,0.3387,0.063
42,0.3515,0.3908,0.052
43,0.3525,0.359,0.044
44,0.3705,0.3953,0.039
45,0.3835,0.3986,0.194
46,0.4295,0.4397,0.078
47,0.4305,0.471,0.063
48,0.4345,0.4451,0.15
49,0.4665,0.4848,0.039
50,0.4905,0.5028,0.442
51,0.4915,0.5322,0.093
52,0.4915,0.5034,0.196
53,0.4925,0.5261,0.2
54,0.4925,0.5019,0.137
55,0.5025,0.5223,0.044
56,0.5205,0.5683,0.094
57,0.5265,0.5427,0.111
58,0.5285,0.5674,0.044
59,0.5305,0.5446,0.215
60,0.5315,0.5761,0.111
61,0.5345,0.5452,0.138
62,0.5545,0.5716,0.058
63,0.5575,0.601,0.045
64,0.5625,0.6039,0.046
65,0.5655,0.5757,0.039
66,0.5655,0.5729,0.044
67,0.5775,0.6102,0.039
68,0.5965,0.6033,0.043
69,0.6425,0.6518,0.066
70,0.6435,0.6504,0.082
71,0.6585,0.6687,0.045
72,0.6745,0.696,0.083
73,0.6815,0.6917,0.047
74,0.6825,0.7243,0.059
75,0.6895,0.7058,0.14
76,0.6915,0.7019,0.051
77,0.7015,0.7105,0.051
78,0.7055,0.7191,0.105
79,0.7225,0.734,0.079
80,0.7225,0.7307,0.052
81,0.7275,0.7409,0.086
82,0.7345,0.7501,0.073
83,0.7355,0.7544,0.179
84,0.7595,0.7728,0.049
85,0.7625,0.8066,0.042
86,0.7855,0.7983,0.147
87,0.7875,0.797,0.119
88,0.8095,0.8205,0.049
89,0.8105,0.8186,0.066
90,0.8125,0.8539,0.064
91,0.8295,0.8502,0.078
92,0.8415,0.8484,0.078
93,0.8635,0.8697,0.061
94,0.8915,0.9272,0.06
95,0.8955,0.9111,0.076
96,0.8955,0.9163,0.158
97,0.8965,0.912,0.359
98,0.8995,0.9226,0.148
99,0.9055,0.9175,0.074
100,0.9145,0.9278,0.184
101,0.9155,0.9254,0.114
102,0.9165,0.9287,0.061
103,0.9165,0.93,0.157
