,start_times,end_times,det_probs
0,0.0075,0.0195,0.216
1,0.0075,0.0175,0.097
2,0.0075,0.0485,0.075
3,0.0085,0.0176,0.065
4,0.0105,0.045,0.077
5,0.0185,0.0332,0.072
6,0.0255,0.0374,0.087
7,0.0265,0.0371,0.08
8,0.0285,0.0349,0.068
9,0.0295,0.0652,0.094
10,0.0475,0.0895,0.121
11,0.0505,0.0615,0.125
12,0.0555,0.0716,0.14
13,0.1505,0.1564,0.078
14,0.1515,0.1578,0.071
15,0.1775,0.1866,0.066
16,0.1855,0.1981,0.155
17,0.1885,0.1981,0.211
18,0.1885,0.2237,0.072
19,0.2695,0.2787,0.108
20,0.2735,0.3107,0.077
21,0.3065,0.3456,0.083
22,0.3075,0.3284,0.104
23,0.3105,0.3476,0.117
24,0.3105,0.3236,0.251
25,0.3115,0.3188,0.067
26,0.3185,0.3353,0.264
27,0.3215,0.3563,0.106
28,0.3245,0.3374,0.08
29,0.3265,0.3408,0.138
30,0.3335,0.343,0.082
31,0.3335,0.3437,0.115
32,0.3345,0.3467,0.151
33,0.3355,0.3679,0.14
34,0.3585,0.3681,0.084
35,0.3865,0.3956,0.146
36,0.4345,0.4419,0.094
37,0.4655,0.5022,0.069
38,0.4695,0.4843,0.224
39,0.4715,0.4918,0.152
40,0.4715,0.5134,0.282
41,0.4795,0.5177,0.065
42,0.4855,0.4986,0.261
43,0.4875,0.4951,0.116
44,0.4875,0.5233,0.147
45,0.4885,0.4967,0.105
46,0.5145,0.5265,0.092
47,0.5195,0.5269,0.098
48,0.5585,0.575,0.321
49,0.5605,0.5726,0.125
50,0.5615,0.6005,0.18
51,0.5635,0.5751,0.285
52,0.5715,0.5792,0.087
53,0.5745,0.5977,0.094
54,0.5855,0.6212,0.141
55,0.5895,0.6066,0.078
56,0.6035,0.6478,0.103
57,0.6115,0.6215,0.116
58,0.6415,0.6534,0.242
59,0.6425,0.6517,0.082
60,0.6435,0.6543,0.327
61,0.6445,0.6864,0.079
