,start_times,end_times,det_probs
0,0.0015,0.0222,0.109
1,0.0015,0.0119,0.103
2,0.0395,0.0508,0.107
3,0.0435,0.052,0.151
4,0.0445,0.0779,0.129
5,0.0665,0.0727,0.079
6,0.1165,0.1223,0.109
7,0.1405,0.1851,0.075
8,0.1445,0.1535,0.167
9,0.1445,0.1541,0.086
10,0.1445,0.1594,0.303
11,0.1595,0.1992,0.082
12,0.1675,0.2036,0.073
13,0.1785,0.1924,0.089
14,0.1805,0.1918,0.112
15,0.1815,0.1909,0.231
16,0.1825,0.2189,0.108
17,0.1895,0.1998,0.111
18,0.1915,0.1988,0.223
19,0.1935,0.2041,0.212
20,0.1945,0.2095,0.149
21,0.1945,0.2051,0.14
22,0.1975,0.2389,0.079
23,0.1975,0.2305,0.157
24,0.2025,0.2129,0.094
25,0.2035,0.2089,0.109
26,0.2045,0.2151,0.08
27,0.2055,0.2112,0.088
28,0.2135,0.2221,0.092
29,0.2155,0.2233,0.09
30,0.2155,0.2524,0.088
31,0.2195,0.2275,0.076
32,0.2285,0.237,0.147
33,0.2375,0.2458,0.259
34,0.2665,0.2775,0.102
35,0.2695,0.2783,0.07
36,0.3435,0.3501,0.087
37,0.3435,0.3844,0.075
38,0.3555,0.3686,0.08
39,0.3765,0.3882,0.101
40,0.3765,0.3858,0.101
41,0.3805,0.4167,0.073
42,0.3945,0.4329,0.076
43,0.4005,0.4143,0.14
44,0.4015,0.4138,0.079
45,0.4095,0.4211,0.102
46,0.4185,0.4303,0.161
47,0.4195,0.4278,0.143
48,0.4235,0.4335,0.143
49,0.4235,0.4342,0.188
50,0.4265,0.4663,0.081
51,0.4615,0.4934,0.087
52,0.4645,0.4756,0.292
53,0.4665,0.4995,0.087
54,0.4665,0.4756,0.197
55,0.5965,0.6402,0.085
56,0.5975,0.6138,0.205
57,0.6045,0.6162,0.168
58,0.6155,0.6291,0.145
59,0.6195,0.6592,0.072
60,0.6205,0.6288,0.097
61,0.6215,0.6305,0.135
62,0.6315,0.6426,0.087
63,0.6325,0.64,0.092
64,0.6545,0.6618,0.124
65,0.6915,0.6974,0.072
66,0.7665,0.7801,0.086
67,0.7855,0.796,0.081
68,0.9205,0.9261,0.101
69,0.9205,0.9598,0.118
70,0.9215,0.957,0.075
71,0.9675,1.0143,0.108
72,0.9825,0.9962,0.089
73,0.9825,1.021,0.072
74,0.9875,1.0025,0.136
75,0.9895,1.028,0.211
76,0.9915,1.0037,0.145
77,1.0185,1.0264,0.138
78,1.1215,1.1621,0.125
79,1.1225,1.1342,0.154
80,1.1375,1.178,0.229
81,1.1375,1.1499,0.183
82,1.1385,1.1494,0.175
83,1.1745,1.1896,0.099
84,1.1755,1.1869,0.117
85,1.1885,1.2383,0.164
86,1.1925,1.206,0.102
87,1.1925,1.2117,0.147
88,1.1945,1.2127,0.114
89,1.1965,1.2222,0.133
90,1.2045,1.2162,0.104
91,1.2055,1.22,0.104
92,1.2055,1.2183,0.096
93,1.2065,1.2473,0.193
94,1.2075,1.2194,0.157
95,1.2145,1.2253,0.099
96,1.2175,1.2282,0.096
97,1.2215,1.23,0.128
98,1.2225,1.258,0.105
99,1.2235,1.2344,0.095
100,1.2345,1.2436,0.216
101,1.2355,1.2449,0.075
102,1.2385,1.2468,0.196
103,1.2395,1.2569,0.088
104,1.2455,1.2788,0.161
105,1.2465,1.2551,0.083
106,1.2515,1.2595,0.082
107,1.2535,1.2927,0.152
108,1.2615,1.2734,0.099
109,1.2655,1.3018,0.098
110,1.2665,1.2746,0.074
111,1.2675,1.2768,0.235
112,1.2795,1.2901,0.111
113,1.3005,1.3314,0.082
114,1.3015,1.3148,0.156
115,1.3025,1.3113,0.121
116,1.3045,1.3134,0.11
117,1.3105,1.3206,0.141
118,1.3145,1.3235,0.1
119,1.3145,1.346,0.135
120,1.3205,1.3317,0.165
121,1.3215,1.3359,0.077
122,1.3545,1.3605,0.074
123,1.3715,1.3833,0.106
124,1.3875,1.3936,0.079
125,1.4515,1.4857,0.078
126,1.4905,1.529,0.139
127,1.4995,1.5145,0.139
128,1.5005,1.5137,0.106
129,1.5185,1.5263,0.107
130,1.5295,1.5429,0.106
131,1.5355,1.5722,0.208
132,1.5355,1.5486,0.107
133,1.5375,1.545,0.134
134,1.5485,1.584,0.084
135,1.5515,1.5636,0.076
136,1.5555,1.5654,0.117
137,1.5575,1.5657,0.103
138,1.5705,1.6085,0.078
139,1.5755,1.5864,0.099
140,1.6485,1.6878,0.082
141,1.6735,1.7103,0.085
142,1.6735,1.6862,0.293
143,1.6735,1.7188,0.095
144,1.6765,1.6877,0.124
145,1.6775,1.6982,0.082
146,1.6785,1.6875,0.227
147,1.6945,1.7077,0.116
148,1.6975,1.7409,0.071
149,1.7195,1.7339,0.139
150,1.7275,1.7732,0.104
151,1.7365,1.776,0.071
152,1.7375,1.7448,0.253
153,1.7865,1.7958,0.166
154,1.7865,1.7952,0.069
155,1.9015,1.9191,0.231
156,1.9035,1.9148,0.303
157,1.9035,1.9371,0.32
158,1.9045,1.9483,0.077
159,1.9125,1.9234,0.097
160,1.9285,1.9406,0.185
161,1.9385,1.9471,0.082
162,2.0315,2.0665,0.259
163,2.0315,2.0488,0.126
164,2.0325,2.0441,0.254
165,2.0525,2.0648,0.155
166,2.0545,2.0639,0.169
167,2.0785,2.1002,0.155
168,2.0785,2.09,0.173
169,2.0795,2.0902,0.146
170,2.0805,2.0915,0.285
171,2.0805,2.1259,0.177
172,2.0915,2.1045,0.124
173,2.0935,2.102,0.071
174,2.0935,2.1013,0.142
175,2.0945,2.1071,0.221
176,2.1025,2.1144,0.093
177,2.1055,2.1291,0.122
178,2.1075,2.1177,0.102
179,2.1625,2.1751,0.077
180,2.1645,2.173,0.104
181,2.1715,2.1767,0.073
182,2.1845,2.2059,0.14
183,2.1855,2.1996,0.119
184,2.2725,2.3146,0.074
185,2.2755,2.2818,0.092
186,2.2905,2.3007,0.081
187,2.2905,2.3303,0.074
188,2.3055,2.3106,0.076
189,2.3195,2.3265,0.075
190,2.3265,2.343,0.1
191,2.3365,2.3756,0.22
192,2.3445,2.3577,0.135
193,2.3475,2.3633,0.131
194,2.4205,2.4257,0.079
195,2.6125,2.6178,0.104
196,2.7565,2.7989,0.071
197,2.7605,2.7942,0.072
198,2.8085,2.8254,0.079
199,2.8185,2.8616,0.126
200,2.8205,2.8374,0.246
201,2.8215,2.8312,0.207
202,2.8295,2.8397,0.072
203,2.8395,2.8505,0.088
204,2.8435,2.8545,0.085
205,2.8435,2.8768,0.123
206,2.8435,2.8543,0.25
207,2.8505,2.8833,0.098
