,start_times,end_times,det_probs
0,0.0015,0.0162,0.051
1,0.0015,0.0154,0.071
2,0.0015,0.0266,0.123
3,0.0015,0.0099,0.092
4,0.0125,0.0276,0.108
5,0.0165,0.0344,0.088
6,0.0185,0.0315,0.114
7,0.0195,0.032,0.132
8,0.0195,0.0296,0.057
9,0.0195,0.0502,0.067
10,0.0255,0.0373,0.052
11,0.0265,0.036,0.082
12,0.0265,0.0413,0.054
13,0.0335,0.046,0.052
14,0.0595,0.069,0.12
15,0.0595,0.0702,0.13
16,0.0605,0.1011,0.124
17,0.0895,0.1052,0.124
18,0.0915,0.1051,0.191
19,0.1105,0.1188,0.053
20,0.1345,0.1747,0.055
21,0.1345,0.146,0.061
22,0.1385,0.1554,0.127
23,0.1485,0.1826,0.051
24,0.1525,0.1682,0.073
25,0.1545,0.1759,0.127
26,0.1685,0.1736,0.069
27,0.1685,0.2091,0.053
28,0.1695,0.1782,0.082
29,0.1695,0.1765,0.07
30,0.1925,0.2067,0.12
31,0.1965,0.2126,0.104
32,0.2195,0.2275,0.054
33,0.2435,0.2612,0.177
34,0.2445,0.2812,0.254
35,0.2445,0.284,0.055
36,0.2465,0.2646,0.261
37,0.2475,0.2645,0.069
38,0.2505,0.2915,0.061
39,0.2525,0.2655,0.109
40,0.2575,0.2689,0.062
41,0.2585,0.2707,0.059
42,0.2625,0.2743,0.066
43,0.2645,0.271,0.053
44,0.2925,0.3342,0.051
45,0.2945,0.3112,0.152
46,0.3035,0.3155,0.127
47,0.3045,0.3149,0.081
48,0.3175,0.3225,0.059
49,0.3295,0.3524,0.057
50,0.3325,0.3454,0.125
51,0.3375,0.348,0.09
52,0.3445,0.3525,0.102
53,0.3585,0.3677,0.146
54,0.3605,0.3696,0.099
55,0.3835,0.3942,0.052
56,0.3855,0.3936,0.067
57,0.4065,0.4504,0.085
58,0.4085,0.4222,0.129
59,0.4085,0.4276,0.156
60,0.4135,0.4235,0.078
61,0.4195,0.4312,0.058
62,0.4405,0.452,0.123
63,0.4415,0.4504,0.073
64,0.4575,0.4649,0.098
65,0.4575,0.4656,0.052
66,0.4855,0.5324,0.152
67,0.4875,0.5037,0.076
68,0.4895,0.4985,0.111
69,0.4895,0.5288,0.052
70,0.5375,0.544,0.082
71,0.5645,0.5779,0.071
72,0.5815,0.5896,0.071
73,0.5875,0.5963,0.062
74,0.5875,0.5992,0.141
75,0.5965,0.6054,0.056
76,0.6035,0.6094,0.067
77,0.6255,0.6716,0.062
78,0.6285,0.6429,0.082
79,0.6425,0.6532,0.068
80,0.6635,0.6694,0.091
81,0.6815,0.6897,0.058
82,0.6945,0.7093,0.161
83,0.6965,0.7074,0.071
84,0.7275,0.748,0.084
85,0.7495,0.7885,0.052
86,0.7565,0.7676,0.062
87,0.7585,0.7656,0.064
88,0.7735,0.7876,0.065
89,0.7765,0.818,0.06
90,0.8005,0.8124,0.068
91,0.8095,0.8162,0.098
92,0.8345,0.8735,0.061
93,0.8365,0.8466,0.106
94,0.8365,0.8495,0.123
95,0.8375,0.856,0.165
96,0.8385,0.8791,0.065
97,0.8435,0.8836,0.066
98,0.8505,0.8631,0.053
99,0.8635,0.8768,0.074
100,0.8675,0.8757,0.082
101,0.8975,0.9316,0.085
102,0.8985,0.9126,0.321
103,0.9015,0.9105,0.164
104,0.9035,0.9108,0.156
105,0.9145,0.9267,0.051
106,0.9215,0.9609,0.065
107,0.9215,0.9346,0.055
108,0.9285,0.9393,0.155
109,0.9475,0.9679,0.076
110,0.9855,1.0065,0.055
111,0.9855,1.0041,0.083
112,0.9925,1.0162,0.053
113,0.9945,1.0349,0.067
114,0.9955,1.0067,0.057
115,0.9955,1.0086,0.074
116,1.0055,1.0185,0.089
117,1.0055,1.0383,0.066
118,1.0085,1.0207,0.102
119,1.0185,1.0339,0.228
120,1.0195,1.0547,0.051
121,1.0235,1.0343,0.11
122,1.0405,1.0772,0.126
123,1.0415,1.0543,0.056
124,1.0425,1.0567,0.219
125,1.0445,1.0528,0.09
126,1.0445,1.0581,0.077
127,1.0455,1.0552,0.066
128,1.0515,1.065,0.149
129,1.0555,1.0867,0.067
130,1.0625,1.0758,0.069
131,1.0765,1.0869,0.063
132,1.0975,1.1043,0.061
133,1.1155,1.1516,0.054
134,1.1365,1.1469,0.058
135,1.1585,1.2057,0.098
136,1.1595,1.1742,0.102
137,1.1605,1.1692,0.127
138,1.1705,1.1823,0.064
139,1.1755,1.1862,0.054
140,1.1935,1.2199,0.122
141,1.1935,1.2218,0.081
142,1.1935,1.2023,0.086
143,1.1945,1.207,0.274
144,1.2105,1.2418,0.153
145,1.2145,1.2322,0.164
146,1.2145,1.2302,0.151
147,1.2165,1.2314,0.068
148,1.2165,1.2269,0.138
149,1.2215,1.2335,0.138
150,1.2275,1.2607,0.055
151,1.2275,1.2369,0.076
152,1.2345,1.2477,0.052
153,1.2485,1.2542,0.08
154,1.2675,1.281,0.139
155,1.2675,1.3047,0.064
156,1.2675,1.2819,0.129
157,1.3075,1.314,0.09
158,1.3545,1.3595,0.092
159,1.3735,1.4164,0.116
160,1.3755,1.3882,0.08
161,1.3775,1.3874,0.247
