,start_times,end_times,det_probs
0,0.0015,0.029,0.051
1,0.0015,0.0365,0.094
2,0.0015,0.018,0.105
3,0.0015,0.0149,0.089
4,0.0025,0.0202,0.033
5,0.0035,0.0212,0.102
6,0.0145,0.0539,0.088
7,0.0155,0.0299,0.081
8,0.0165,0.029,0.118
9,0.0175,0.0307,0.04
10,0.0175,0.0609,0.175
11,0.0525,0.0642,0.179
12,0.0525,0.0603,0.107
13,0.0525,0.0938,0.061
14,0.0535,0.0858,0.041
15,0.0535,0.0624,0.086
16,0.0925,0.1144,0.335
17,0.0925,0.102,0.149
18,0.0935,0.1109,0.271
19,0.0935,0.1394,0.111
20,0.0935,0.1342,0.076
21,0.0955,0.1119,0.101
22,0.1025,0.1408,0.037
23,0.1085,0.1438,0.035
24,0.1095,0.146,0.039
25,0.1115,0.128,0.109
26,0.1155,0.1291,0.224
27,0.1175,0.1346,0.045
28,0.1175,0.1443,0.047
29,0.1215,0.1337,0.036
30,0.1225,0.14,0.037
31,0.1235,0.1342,0.053
32,0.1275,0.1364,0.052
33,0.1395,0.1535,0.046
34,0.1525,0.165,0.195
35,0.1525,0.1613,0.033
36,0.1765,0.1829,0.046
37,0.1775,0.2167,0.032
38,0.1985,0.2428,0.041
39,0.2025,0.2097,0.037
40,0.2195,0.2281,0.035
41,0.2285,0.2413,0.036
42,0.2385,0.2462,0.044
43,0.2385,0.2712,0.032
44,0.2385,0.2436,0.061
45,0.2395,0.2756,0.04
46,0.2465,0.2605,0.057
47,0.2505,0.2628,0.034
48,0.2715,0.2785,0.033
49,0.2885,0.2959,0.036
50,0.2895,0.3231,0.042
51,0.2905,0.3303,0.034
52,0.3205,0.3272,0.044
53,0.3205,0.3624,0.035
54,0.3225,0.3577,0.037
55,0.3505,0.3825,0.031
56,0.3515,0.391,0.033
57,0.4055,0.413,0.032
58,0.4225,0.4629,0.051
59,0.4255,0.44,0.257
60,0.4275,0.4411,0.062
61,0.4285,0.4524,0.17
62,0.4295,0.4667,0.042
63,0.4295,0.4561,0.047
64,0.4295,0.4605,0.161
65,0.4295,0.4462,0.033
66,0.4345,0.4472,0.093
67,0.4375,0.4478,0.12
68,0.4375,0.4534,0.068
69,0.4375,0.4473,0.065
70,0.4385,0.4779,0.055
71,0.4475,0.4658,0.083
72,0.4505,0.4675,0.066
73,0.4515,0.4595,0.052
74,0.4575,0.4652,0.078
75,0.4585,0.4681,0.07
76,0.4585,0.4675,0.061
77,0.4585,0.4964,0.12
78,0.4585,0.4748,0.091
79,0.4625,0.4989,0.045
80,0.4685,0.4838,0.058
81,0.4705,0.5094,0.039
82,0.4765,0.4867,0.095
83,0.4865,0.4977,0.039
84,0.5045,0.5189,0.032
85,0.5055,0.548,0.05
86,0.5085,0.5171,0.046
87,0.5255,0.5363,0.036
88,0.5575,0.5932,0.032
89,0.5695,0.5801,0.033
90,0.5835,0.5897,0.04
91,0.6035,0.6152,0.036
92,0.6565,0.6648,0.031
93,0.6565,0.6689,0.034
94,0.6705,0.6788,0.032
95,0.6735,0.6812,0.032
96,0.6765,0.6852,0.032
97,0.7375,0.744,0.04
98,0.7515,0.7589,0.033
99,0.8255,0.8328,0.041
100,0.8265,0.8346,0.038
101,0.8275,0.8673,0.037
102,0.8295,0.8624,0.033
103,0.8595,0.8737,0.039
104,0.8995,0.9405,0.051
105,0.9005,0.9071,0.052
106,0.9015,0.9349,0.04
107,0.9335,0.9665,0.033
108,0.9345,0.9418,0.033
109,0.9365,0.9471,0.033
110,0.9905,0.9997,0.034
111,1.0495,1.0576,0.036
112,1.0835,1.0952,0.047
113,1.0855,1.0929,0.034
114,1.1225,1.1617,0.032
115,1.1435,1.1837,0.035
116,1.1935,1.2357,0.04
117,1.2375,1.2486,0.087
118,1.2375,1.2546,0.382
119,1.2385,1.2745,0.097
120,1.2405,1.2827,0.031
