,start_times,end_times,det_probs
0,0.0015,0.0134,0.03
1,0.0015,0.0358,0.059
2,0.0075,0.053,0.035
3,0.0115,0.0439,0.029
4,0.0165,0.0523,0.028
5,0.0225,0.0295,0.04
6,0.0325,0.042,0.035
7,0.0335,0.0761,0.029
8,0.0395,0.075,0.025
9,0.0565,0.068,0.051
10,0.0565,0.0672,0.032
11,0.0585,0.097,0.039
12,0.0595,0.0941,0.041
13,0.0795,0.1191,0.025
14,0.1105,0.1232,0.03
15,0.1115,0.1233,0.064
16,0.1125,0.1428,0.026
17,0.1295,0.1593,0.026
18,0.1325,0.1445,0.039
19,0.1505,0.1581,0.033
20,0.1685,0.2055,0.025
21,0.1925,0.2233,0.025
22,0.2005,0.2382,0.027
23,0.2485,0.2805,0.026
24,0.2575,0.29,0.029
25,0.2595,0.3012,0.038
26,0.2825,0.292,0.027
27,0.2865,0.294,0.038
28,0.3035,0.3376,0.035
29,0.3055,0.3448,0.028
30,0.3145,0.3531,0.031
31,0.3215,0.3306,0.029
32,0.3295,0.3629,0.044
33,0.3315,0.3425,0.056
34,0.3315,0.3429,0.076
35,0.3325,0.3704,0.036
36,0.3815,0.3969,0.054
37,0.3845,0.3952,0.043
38,0.3855,0.4269,0.032
39,0.3855,0.4191,0.033
40,0.4015,0.4222,0.079
41,0.4265,0.4364,0.028
42,0.4385,0.4689,0.026
43,0.4545,0.4655,0.082
44,0.4545,0.464,0.087
45,0.4565,0.4895,0.03
46,0.4575,0.4948,0.028
47,0.4835,0.4931,0.041
48,0.4955,0.5058,0.028
49,0.5075,0.5375,0.03
50,0.5475,0.581,0.032
51,0.5485,0.562,0.058
52,0.5565,0.5967,0.03
53,0.5765,0.608,0.031
54,0.5795,0.5881,0.026
55,0.5835,0.6137,0.029
56,0.6045,0.6172,0.069
57,0.6065,0.6412,0.031
58,0.6065,0.6194,0.06
59,0.6445,0.6581,0.034
60,0.6455,0.6565,0.048
61,0.6525,0.6916,0.026
62,0.6535,0.6621,0.03
63,0.6735,0.7053,0.026
64,0.6865,0.6978,0.027
65,0.6905,0.7205,0.026
66,0.6955,0.7273,0.025
67,0.7005,0.7298,0.026
68,0.7065,0.7198,0.045
69,0.7135,0.7571,0.029
70,0.7165,0.7505,0.043
71,0.7195,0.7277,0.026
72,0.7285,0.7405,0.038
73,0.7385,0.7705,0.026
74,0.7445,0.7512,0.027
75,0.7545,0.7901,0.026
76,0.7615,0.7996,0.026
77,0.7895,0.8067,0.1
78,0.7915,0.8254,0.036
79,0.7915,0.8037,0.082
80,0.8215,0.8614,0.026
81,0.8235,0.8572,0.025
82,0.8235,0.8324,0.025
83,0.8535,0.8949,0.036
84,0.8685,0.8781,0.028
85,0.8725,0.904,0.026
86,0.8875,0.925,0.025
87,0.8885,0.9228,0.035
88,0.8895,0.9035,0.051
89,0.9175,0.9321,0.03
90,0.9285,0.936,0.025
91,0.9365,0.9699,0.032
92,0.9395,0.9501,0.027
93,0.9465,0.9586,0.027
94,0.9555,0.9861,0.027
95,0.9555,0.9912,0.027
96,0.9615,0.9741,0.052
97,0.9655,0.9741,0.025
98,0.9865,0.9929,0.025
99,0.9875,1.0255,0.029
100,0.9895,1.0235,0.03
101,0.9985,1.0093,0.031
102,1.0135,1.0427,0.026
103,1.0385,1.0788,0.031
104,1.0395,1.0723,0.031
105,1.0625,1.1014,0.042
106,1.0655,1.0755,0.026
107,1.0655,1.0944,0.028
108,1.1005,1.1126,0.028
109,1.1275,1.1569,0.025
110,1.1335,1.1635,0.029
111,1.1415,1.1714,0.028
112,1.1425,1.151,0.03
113,1.1445,1.1527,0.026
114,1.1455,1.185,0.028
115,1.1685,1.1752,0.03
116,1.1705,1.2025,0.025
117,1.2275,1.235,0.043
118,1.2295,1.2374,0.033
119,1.2305,1.2642,0.038
120,1.2405,1.2718,0.027
121,1.2525,1.2654,0.036
122,1.2715,1.2805,0.026
123,1.2745,1.3055,0.026
124,1.2865,1.3295,0.029
125,1.2915,1.3209,0.027
126,1.2935,1.3039,0.039
127,1.2945,1.304,0.086
128,1.2985,1.3391,0.045
129,1.2995,1.3325,0.031
130,1.3385,1.37,0.031
131,1.3615,1.3949,0.03
132,1.3825,1.3971,0.088
133,1.3825,1.3955,0.067
134,1.3835,1.4157,0.038
135,1.3835,1.4295,0.044
136,1.4315,1.4639,0.026
137,1.4325,1.477,0.032
138,1.4355,1.454,0.123
139,1.4365,1.4507,0.079
140,1.4485,1.4792,0.025
141,1.4565,1.4901,0.031
142,1.4645,1.4964,0.032
143,1.4645,1.4846,0.105
144,1.4685,1.5145,0.065
145,1.4705,1.4888,0.083
146,1.4735,1.4919,0.211
147,1.4775,1.5223,0.04
148,1.4825,1.5137,0.032
149,1.4855,1.531,0.034
150,1.4935,1.5021,0.05
151,1.4945,1.5365,0.029
152,1.5105,1.5232,0.1
153,1.5135,1.5525,0.027
154,1.5395,1.5614,0.072
155,1.5415,1.5551,0.032
156,1.5415,1.5871,0.038
157,1.5475,1.5819,0.036
158,1.5485,1.5556,0.035
159,1.5615,1.5921,0.026
160,1.5635,1.6077,0.043
161,1.5675,1.6016,0.028
162,1.5735,1.5806,0.025
163,1.5895,1.6236,0.03
164,1.5995,1.6131,0.056
165,1.6065,1.6372,0.027
166,1.6095,1.6228,0.032
167,1.6275,1.6364,0.037
168,1.6295,1.6618,0.035
169,1.6345,1.6509,0.054
170,1.6355,1.6734,0.029
171,1.6365,1.6489,0.054
172,1.6595,1.689,0.025
173,1.6685,1.7095,0.039
174,1.6685,1.7006,0.025
175,1.6745,1.6815,0.026
176,1.6755,1.7076,0.028
177,1.6785,1.6933,0.034
178,1.6845,1.715,0.033
179,1.6885,1.6944,0.032
180,1.6945,1.7093,0.046
181,1.6945,1.7056,0.03
182,1.7045,1.7103,0.052
183,1.7155,1.7257,0.026
184,1.7185,1.7608,0.035
185,1.7205,1.7544,0.03
186,1.7385,1.7682,0.027
187,1.7585,1.7891,0.029
188,1.7755,1.8176,0.027
189,1.8235,1.8354,0.032
190,1.8365,1.8499,0.037
191,1.8395,1.855,0.093
192,1.8505,1.8591,0.027
193,1.8515,1.8597,0.035
194,1.8595,1.8693,0.026
195,1.8925,1.9347,0.027
196,1.8955,1.9033,0.028
197,1.9165,1.9298,0.044
198,1.9165,1.9297,0.06
199,1.9195,1.9521,0.035
200,1.9385,1.9813,0.032
201,1.9465,1.9563,0.025
202,1.9825,1.9932,0.026
203,1.9835,2.0245,0.026
204,2.0085,2.0409,0.027
205,2.0185,2.0274,0.025
206,2.0275,2.0389,0.031
207,2.0365,2.069,0.031
208,2.0505,2.0605,0.025
209,2.0545,2.0613,0.026
210,2.0565,2.0864,0.027
211,2.0855,2.0928,0.026
212,2.0855,2.0958,0.027
213,2.0865,2.1301,0.031
214,2.0865,2.119,0.035
215,2.1105,2.1419,0.033
216,2.1135,2.121,0.025
217,2.1325,2.1446,0.031
218,2.1325,2.1471,0.038
219,2.1355,2.167,0.026
220,2.1445,2.179,0.026
221,2.1895,2.2294,0.033
222,2.1915,2.2257,0.037
223,2.2355,2.2439,0.035
224,2.2705,2.2805,0.027
225,2.2725,2.2817,0.039
226,2.2735,2.3043,0.027
227,2.2735,2.3137,0.025
228,2.2915,2.3232,0.032
229,2.3025,2.3316,0.031
230,2.3045,2.3192,0.035
231,2.3185,2.3497,0.025
232,2.3415,2.3533,0.055
233,2.3425,2.3509,0.027
234,2.3595,2.3699,0.035
235,2.3605,2.3666,0.029
236,2.3605,2.3982,0.033
237,2.3605,2.3931,0.035
238,2.3715,2.3862,0.091
239,2.3735,2.3841,0.036
240,2.3735,2.4037,0.029
241,2.3735,2.4114,0.025
242,2.3855,2.3919,0.037
243,2.3965,2.4067,0.029
244,2.4135,2.4476,0.038
245,2.4215,2.4645,0.051
246,2.4255,2.4365,0.027
247,2.4385,2.4524,0.053
248,2.4395,2.454,0.133
249,2.4415,2.4802,0.041
250,2.4655,2.5121,0.035
251,2.4685,2.5047,0.035
252,2.4685,2.485,0.121
253,2.4695,2.4794,0.046
254,2.4905,2.5244,0.034
255,2.4905,2.5326,0.033
256,2.4915,2.5017,0.032
257,2.5135,2.5515,0.029
