,start_times,end_times,det_probs
0,0.0015,0.0063,0.055
1,0.0015,0.0257,0.033
2,0.0015,0.0102,0.038
3,0.0145,0.0214,0.038
4,0.0165,0.0225,0.093
5,0.0375,0.077,0.047
6,0.0485,0.0624,0.12
7,0.0605,0.0701,0.034
8,0.0625,0.0728,0.068
9,0.0625,0.0994,0.031
10,0.0985,0.1049,0.043
11,0.1235,0.1371,0.056
12,0.1255,0.1651,0.032
13,0.1295,0.1409,0.116
14,0.1375,0.1487,0.099
15,0.1585,0.1635,0.136
16,0.1945,0.2055,0.034
17,0.1965,0.2354,0.038
18,0.1995,0.2458,0.041
19,0.2065,0.2225,0.113
20,0.2075,0.2116,0.032
21,0.2095,0.2243,0.265
22,0.2645,0.2947,0.031
23,0.2705,0.29,0.059
24,0.2735,0.3137,0.034
25,0.2805,0.3291,0.053
26,0.2805,0.2996,0.123
27,0.2815,0.2945,0.404
28,0.2825,0.2864,0.042
29,0.3465,0.3691,0.089
30,0.3495,0.3606,0.058
31,0.3595,0.3707,0.044
32,0.3635,0.3698,0.124
33,0.3645,0.4044,0.043
34,0.3655,0.3753,0.048
35,0.3665,0.4023,0.035
36,0.3845,0.3937,0.035
37,0.3855,0.3942,0.032
38,0.3925,0.4003,0.031
39,0.4365,0.4457,0.034
40,0.4445,0.4528,0.044
41,0.4455,0.4536,0.032
42,0.4535,0.4629,0.053
43,0.4735,0.4809,0.034
44,0.5325,0.5743,0.147
45,0.5325,0.5489,0.089
46,0.5335,0.5508,0.31
47,0.5335,0.5707,0.049
48,0.5355,0.5508,0.075
49,0.5415,0.5745,0.062
50,0.5445,0.5569,0.115
51,0.5455,0.5577,0.098
52,0.5625,0.5694,0.032
53,0.5625,0.569,0.056
54,0.5635,0.569,0.033
55,0.5635,0.6004,0.054
56,0.5855,0.6026,0.16
57,0.5875,0.5984,0.043
58,0.5895,0.632,0.042
59,0.6025,0.6377,0.039
60,0.6085,0.6213,0.032
61,0.6105,0.6272,0.237
62,0.6115,0.6517,0.069
63,0.6115,0.628,0.078
64,0.6125,0.6494,0.04
65,0.6195,0.6315,0.159
66,0.6225,0.6648,0.138
67,0.6235,0.6326,0.157
68,0.6395,0.6494,0.055
69,0.6455,0.6825,0.033
70,0.6795,0.6989,0.044
71,0.6835,0.6931,0.033
72,0.6945,0.703,0.034
73,0.7135,0.7215,0.035
74,0.7685,0.8033,0.042
75,0.7725,0.7948,0.099
76,0.7725,0.8108,0.101
77,0.7735,0.793,0.29
78,0.7855,0.7985,0.155
79,0.7865,0.8281,0.091
80,0.7865,0.8264,0.037
81,0.7875,0.7987,0.126
82,0.8585,0.8681,0.036
83,0.8665,0.8766,0.042
84,0.9035,0.9142,0.077
85,0.9055,0.9141,0.033
86,0.9205,0.9594,0.041
87,0.9305,0.9445,0.089
88,0.9335,0.9426,0.031
89,0.9645,0.9717,0.031
90,0.9675,0.9782,0.032
91,0.9985,1.0408,0.046
92,1.0055,1.0135,0.076
93,1.0275,1.0432,0.234
94,1.0275,1.0674,0.05
95,1.0295,1.0677,0.166
96,1.0295,1.0442,0.181
97,1.0815,1.0894,0.06
98,1.0825,1.0883,0.061
99,1.0845,1.1264,0.035
100,1.1245,1.1663,0.034
101,1.1635,1.1714,0.032
102,1.1785,1.19,0.031
103,1.1995,1.2052,0.062
104,1.1995,1.2059,0.032
105,1.2155,1.2264,0.054
106,1.2175,1.224,0.078
107,1.2185,1.2542,0.047
108,1.2205,1.2522,0.032
109,1.2285,1.2351,0.047
110,1.2435,1.2497,0.094
111,1.2445,1.2496,0.063
112,1.2795,1.2884,0.042
113,1.2945,1.3137,0.111
114,1.3175,1.3576,0.031
115,1.3205,1.3327,0.057
116,1.3245,1.3653,0.034
117,1.3855,1.4114,0.098
118,1.3875,1.4347,0.059
119,1.3905,1.4063,0.147
120,1.4035,1.4181,0.059
121,1.4045,1.4395,0.034
122,1.4045,1.4161,0.144
123,1.4165,1.4262,0.07
124,1.4385,1.4453,0.035
125,1.4615,1.5046,0.045
126,1.4625,1.5036,0.054
127,1.4635,1.4845,0.055
128,1.4635,1.4779,0.092
129,1.4805,1.4934,0.167
130,1.4845,1.5293,0.033
131,1.5365,1.5528,0.072
132,1.5475,1.5588,0.097
133,1.5495,1.5906,0.038
134,1.5665,1.5827,0.123
135,1.5685,1.5824,0.051
136,1.5695,1.6017,0.033
137,1.5815,1.5932,0.045
138,1.5945,1.606,0.033
139,1.6035,1.6146,0.062
140,1.6065,1.6465,0.041
141,1.6115,1.6243,0.056
142,1.6135,1.6247,0.169
143,1.6185,1.6319,0.182
144,1.6205,1.6318,0.074
145,1.6225,1.6556,0.038
146,1.6445,1.652,0.057
147,1.6475,1.6859,0.05
148,1.6485,1.6586,0.116
149,1.6495,1.6813,0.034
150,1.6805,1.6993,0.087
151,1.6815,1.6906,0.038
152,1.6915,1.702,0.067
153,1.6975,1.7059,0.035
154,1.7385,1.7793,0.034
155,1.7415,1.7526,0.034
156,1.7865,1.7973,0.034
157,1.8005,1.8074,0.047
158,1.8175,1.825,0.033
159,1.8235,1.8328,0.033
160,1.8315,1.8429,0.036
161,1.8405,1.8541,0.059
162,1.8435,1.8825,0.048
163,1.8435,1.8496,0.045
164,1.8505,1.8612,0.048
165,1.8685,1.8805,0.05
166,1.8785,1.8856,0.052
167,1.8785,1.918,0.052
168,1.8785,1.8894,0.069
169,1.8805,1.9136,0.041
170,1.8905,1.8972,0.032
171,1.9055,1.9175,0.075
172,1.9065,1.9168,0.037
173,1.9275,1.9344,0.033
174,1.9365,1.9773,0.038
175,1.9645,1.9734,0.074
176,2.0025,2.0332,0.032
177,2.0625,2.1036,0.037
178,2.0625,2.0708,0.036
179,2.0655,2.0823,0.043
180,2.0915,2.1073,0.036
181,2.0925,2.126,0.031
182,2.1085,2.1208,0.205
183,2.1085,2.1211,0.226
184,2.1105,2.1456,0.033
185,2.1235,2.1603,0.046
186,2.1425,2.1483,0.053
187,2.1765,2.1837,0.069
188,2.2345,2.242,0.037
189,2.2355,2.2425,0.031
190,2.2505,2.2857,0.037
191,2.2525,2.2601,0.047
192,2.2845,2.2909,0.032
193,2.3345,2.3443,0.032
194,2.3635,2.37,0.046
195,2.3645,2.3747,0.038
196,2.3735,2.3841,0.043
197,2.4525,2.494,0.034
198,2.5145,2.5315,0.158
199,2.5155,2.5547,0.046
200,2.5155,2.5611,0.039
201,2.5155,2.5287,0.149
202,2.5205,2.5314,0.138
203,2.5695,2.5825,0.063
204,2.5705,2.5867,0.123
205,2.5715,2.5852,0.097
206,2.5715,2.614,0.046
207,2.5715,2.616,0.044
208,2.5825,2.5891,0.08
209,2.5835,2.5968,0.085
210,2.5845,2.6214,0.16
211,2.5845,2.6002,0.059
212,2.5895,2.6283,0.038
213,2.5925,2.6081,0.136
214,2.5935,2.605,0.202
215,2.5935,2.6292,0.056
216,2.6045,2.6168,0.033
217,2.6305,2.6374,0.033
218,2.6525,2.6581,0.085
219,2.6635,2.7033,0.046
220,2.6725,2.7137,0.045
221,2.6735,2.6823,0.035
222,2.6745,2.6863,0.056
223,2.6945,2.7033,0.032
224,2.7465,2.7837,0.035
225,2.7785,2.7865,0.033
